2011,6,22,Nabro,Africa-NE,Eritrea,Stratovolcano
2011,7,9,Katla,Iceland-S,Iceland,Subglacial volcano
2011,7,17,Lokon-Empung,Sulawesi-Indonesia,Indonesia,Stratovolcano
2011,12,27,Gamalama,Halmahera-Indonesia,Indonesia,Stratovolcano
2012,2,10,Kilauea,Hawaiian Is,United States,Shield volcano
2012,3,2,Kilauea,Hawaiian Is,United States,Shield volcano
2012,12,12,Tolbachik,Kamchatka,Russia,Shield volcano
2013,2,12,Merapi,Java,Indonesia,Stratovolcano
2013,2,nan,Paluweh,Lesser Sunda Is,Indonesia,Stratovolcano
2013,5,7,Mayon,Luzon-Philippines,Philippines,Stratovolcano
2013,8,10,Paluweh,Lesser Sunda Is,Indonesia,Stratovolcano
2013,9,1,Ubinas,Peru,Peru,Stratovolcano
2013,9,4,Sakura-jima,Kyushu-Japan,Japan,Stratovolcano
2013,9,15,Sinabung,Sumatra,Indonesia,Stratovolcano
2013,12,13,Okataina,New Zealand,New Zealand,Lava dome
2014,2,1,Sinabung,Sumatra,Indonesia,Stratovolcano
2014,2,13,Kelut,Java,Indonesia,Stratovolcano
2014,9,27,On-take,Honshu-Japan,Japan,Complex volcano
2014,11,10,Kilauea,Hawaiian Is,United States,Shield volcano
2014,11,23,Fogo,Cape Verde Is,Cape Verde,Stratovolcano
2014,12,18,Gamalama,Halmahera-Indonesia,Indonesia,Stratovolcano
2015,2,20,Sinabung,Sumatra,Indonesia,Stratovolcano
2015,4,22,Calbuco,Chile-S,Chile,Stratovolcano
2015,5,7,Karangetang [Api Siau],Sangihe Is-Indonesia,Indonesia,Stratovolcano
2015,7,31,Manam,New Guinea-NE of,Papua New Guinea,Stratovolcano
2015,10,16,Sinabung,Sumatra,Indonesia,Stratovolcano
2015,10,nan,Okataina,New Zealand,New Zealand,Lava dome
2016,5,9,Sinabung,Sumatra,Indonesia,Stratovolcano
2016,5,21,Sinabung,Sumatra,Indonesia,Stratovolcano
2016,6,9,Yellowstone,US-Wyoming,United States,Caldera
2016,9,27,Rinjani,Lesser Sunda Is,Indonesia,Stratovolcano
2016,10,8,Aso,Kyushu-Japan,Japan,Caldera
2017,3,15,Etna,Italy,Italy,Stratovolcano
2017,4,13,Sinabung,Sumatra,Indonesia,Stratovolcano
2017,6,6,Fuego,Guatemala,Guatemala,Stratovolcano
2017,7,1,Dieng Volc Complex,Java,Indonesia,Complex volcano
2017,9,12,Campi Flegrei,Italy,Italy,Caldera
2017,9,23,Aoba,Vanuatu-SW Pacific,Vanuatu,Shield volcano
2017,12,18,Merapi,Java,Indonesia,Stratovolcano
2017,12,27,Sinabung,Sumatra,Indonesia,Stratovolcano
2018,1,5,Kadovar,New Guinea-NE of,Papua New Guinea,Stratovolcano
2018,1,13,Mayon,Luzon-Philippines,Philippines,Stratovolcano
2018,1,23,Kusatsu-Shirane,Honshu-Japan,Japan,Stratovolcano
2018,2,1,Kilauea,Hawaiian Is,United States,Shield volcano
2018,2,9,Kadovar,New Guinea-NE of,Papua New Guinea,Stratovolcano
2018,3,21,Ijen,Java,Indonesia,Stratovolcano
2018,3,30,Aoba,Vanuatu-SW Pacific,Vanuatu,Shield volcano
2018,4,28,Kilauea,Hawaiian Is,United States,Shield volcano
2018,6,3,Fuego,Guatemala,Guatemala,Stratovolcano
2018,7,16,Kilauea,Hawaiian Is,United States,Shield volcano
2018,8,25,Manam,New Guinea-NE of,Papua New Guinea,Stratovolcano
2018,12,15,Ambrym,Vanuatu-SW Pacific,Vanuatu,Pyroclastic shield
2018,12,22,Krakatau,Indonesia,Indonesia,Caldera
2018,12,26,Etna,Italy,Italy,Stratovolcano
2019,1,7,Manam,New Guinea-NE of,Papua New Guinea,Stratovolcano
2019,5,7,Sinabung,Sumatra,Indonesia,Stratovolcano
2019,6,26,Ulawun,New Britain-SW Pac,Papua New Guinea,Stratovolcano
2019,6,28,Manam,New Guinea-NE of,Papua New Guinea,Stratovolcano
2019,7,3,Stromboli,Italy,Italy,Stratovolcano
2019,8,28,Stromboli,Italy,Italy,Stratovolcano
