1907,4,18,23,52,4.0,PHILIPPINES: SE LUZON: CAMARINES,PHILIPPINES
1907,5,4,6,51,nan,PAPUA NEW GUINEA: NEW BRITAIN,PAPUA NEW GUINEA
1907,5,25,14,2,8.0,RUSSIA: SEA OF OKHOTSK,RUSSIA
1907,5,25,15,32,nan,"PHILIPPINES: N LUZON: TUGUEGARAO,LAOAG,N ILOCOS",PHILIPPINES
1907,6,25,17,54,36.0,INDONESIA: DJAILOLO GILOLO,INDONESIA
1907,7,30,nan,nan,nan,"INDONESIA: SULAWESI: LEMO, COLO, ANJA, OLU CONGKO",INDONESIA
1907,8,16,13,nan,nan,ALBANIA,ALBANIA
1907,9,2,16,1,nan,ALASKA: ALEUTIAN ISLANDS,ALASKA
1907,9,24,12,59,nan,ALASKA: SKAGWAY,ALASKA
1907,10,16,14,57,nan,MEXICO: GULF OF CALIFORNIA,MEXICO
1907,10,21,4,23,36.0,TAJIKISTAN: KARATAG,TAJIKISTAN
1907,10,23,20,28,19.0,ITALY: FERRUZANO,ITALY
1907,11,16,10,10,nan,PERU,PERU
1907,11,24,13,59,nan,PHILIPPINES: SE LUZON: CAMARINES,PHILIPPINES
1907,12,15,17,35,nan,PAPUA NEW GUINEA: BISMARCK SEA,PAPUA NEW GUINEA
1907,nan,nan,nan,nan,nan,TONGA ISLANDS: S OF TONGA,TONGA ISLANDS
1908,2,6,nan,nan,nan,SW. SUMATRA,SW. SUMATRA
1908,2,14,11,25,nan,ALASKA: GULF OF ALASKA,ALASKA
1908,3,5,2,16,nan,PHILIPPINES: MINDANAO,PHILIPPINES
1908,3,23,12,20,nan,INDONESIA: TIMOR,INDONESIA
1908,3,26,23,3,30.0,MEXICO: GUERRERO,MEXICO
1908,3,27,3,45,30.0,MEXICO: GUERRERO,MEXICO
1908,5,5,6,16,nan,INDONESIA: CELEBES SEA,INDONESIA
1908,9,21,6,31,nan,HAWAII,HAWAII
1908,10,23,20,14,6.0,AFGHANISTAN: HINDU KUSH,AFGHANISTAN
1908,11,6,7,9,30.0,RUSSIA: KURIL ISLANDS,RUSSIA
1908,12,12,12,8,nan,PERU: OFF COAST,PERU
1908,12,12,nan,nan,nan,MYANMAR (BURMA): KACHIN,MYANMAR (BURMA)
1908,12,28,4,20,27.0,"ITALY: MESSINA, SICILY, CALABRIA",ITALY
1909,1,19,4,56,nan,"TURKEY: FOCA,MENEMEN,GUZELHISAR",TURKEY
1909,1,23,2,48,18.0,IRAN: SILAKOR,IRAN
1909,1,29,nan,nan,nan,"MOROCCO: TETUAN (TETOUAN),ROMARS",MOROCCO
1909,2,9,11,24,nan,"TURKEY: ZARA,IPSALA,KOYULHISAR,ENDERS",TURKEY
1909,2,22,9,21,42.0,FIJI ISLANDS,FIJI ISLANDS
1909,3,12,23,19,nan,JAPAN: CHOSHI,JAPAN
1909,3,13,14,29,nan,JAPAN: YOKOHAMA,JAPAN
1909,3,18,16,30,nan,PHILIPPINES: MINDANAO: E,PHILIPPINES
1909,3,23,3,nan,nan,ITALY: N,ITALY
1909,4,10,19,36,nan,ALASKA: ALEUTIAN ISLANDS,ALASKA
1909,4,14,19,53,42.0,TAIWAN: TAIPEI,TAIWAN
1909,4,23,17,39,36.0,"PORTUGAL: RIBATEJO, BENAVENTE",PORTUGAL
1909,4,26,nan,nan,nan,CAMEROON: BUEA,CAMEROON
1909,5,11,15,54,24.0,CHINA: YUNNAN PROVINCE,CHINA
1909,6,3,18,40,48.0,"INDONESIA: SW SUMATRA: KERINTJI, REDJANGLEBONG",INDONESIA
1909,6,7,8,25,nan,ITALY: CENTRAL,ITALY
1909,6,8,5,46,30.0,CHILE,CHILE
1909,6,11,21,6,nan,"FRANCE: VERNEGUES,CHARLEVAL,LA ROQUE D'ANTHERON",FRANCE
1909,7,7,21,37,50.0,AFGHANISTAN: HINDU-KUSH,AFGHANISTAN
1909,7,8,2,30,nan,PAKISTAN,PAKISTAN
1909,7,8,nan,nan,nan,VANUATU ISLANDS: ESPIRITU SANTO,VANUATU ISLANDS
1909,7,15,0,28,nan,GREECE: CHAVARI (ELIS),GREECE
1909,7,30,10,51,54.0,MEXICO: ACAPULCO,MEXICO
1909,8,14,6,30,nan,JAPAN: OOMI,JAPAN
1909,8,24,22,32,nan,ITALY: CENTRAL,ITALY
1909,10,20,23,41,nan,PAKISTAN,PAKISTAN
1909,10,21,16,27,nan,ITALY: SICILY,ITALY
1909,10,29,17,38,nan,TURKEY: KOGLACIK,TURKEY
1909,10,31,10,23,nan,"MEXICO: GUERRERO,MICHOACAN",MEXICO
1909,11,10,6,13,nan,JAPAN: KYUSHU,JAPAN
1909,11,21,7,36,nan,TAIWAN,TAIWAN
1909,12,9,23,23,nan,SOLOMON ISLANDS,SOLOMON ISLANDS
1909,12,9,23,28,nan,GUAM,GUAM
1910,1,1,11,2,nan,HONDURAS,HONDURAS
1910,1,8,14,49,30.0,CHINA: YELLOW SEA,CHINA
1910,2,12,18,10,nan,JAPAN: HONSHU: S OF,JAPAN
1910,2,25,nan,nan,nan,PAPUA NEW GUINEA: MATUPI HARBOR,PAPUA NEW GUINEA
1910,4,12,0,22,13.0,TAIWAN,TAIWAN
1910,4,13,nan,nan,nan,COSTA RICA: CARTAGO,COSTA RICA
1910,5,4,23,50,nan,"COSTA RICA: CARTAGO, SAN JOSE",COSTA RICA
1910,5,22,6,25,nan,JAPAN: HOKKAIDO,JAPAN
1910,6,1,5,55,nan,VANUATU ISLANDS,VANUATU ISLANDS
1910,6,7,2,5,nan,ITALY: CALITRI,ITALY
1910,6,16,6,30,42.0,VANUATU ISLANDS,VANUATU ISLANDS
1910,6,24,13,27,nan,"ALGERIA: MASQUERAY, KABYLIA",ALGERIA
1910,6,25,19,26,nan,"TURKEY: HACIHAMZA,OSMANCIK,ISKILIP",TURKEY
1910,9,24,3,nan,nan,MEXICO: OAXACA,MEXICO
1910,10,27,nan,nan,nan,MOROCCO: MELILLA; CANARY I: PENON DE LA GOMERA,MOROCCO
1910,11,9,6,2,nan,VANUATU ISLANDS: ESPIRITU SANTO,VANUATU ISLANDS
